codigo_cola,anio,tipo,fabricante,modelo,motores,asientos,velocidad,tipo_motor
N337NB,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turboventilador
N337NW,1992,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N338AA,1987,Ala fija multimotor,BOEING,767-223,2,255,NA,Turboventilador
N338AT,2008,Ala fija multimotor,BOEING,737-7BD,2,149,NA,Turboventilador
N338NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N338NW,1992,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N339AA,1988,Ala fija multimotor,BOEING,767-223,2,255,NA,Turboventilador
N339JB,2011,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N339NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N339NW,1992,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N340LV,1987,Ala fija multimotor,BOEING,737-3K2,2,149,NA,Turboreactor
N340NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N340NW,1992,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N34110,2002,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N34111,2002,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N34131,1998,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N34137,1999,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N341NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N341NW,1992,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N34222,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N34282,2004,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N342NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N342NW,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N343NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N343NW,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N34455,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N34460,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N344AA,1992,Ala fija multimotor,GULFSTREAM AEROSPACE,G-IV,2,22,NA,Turboventilador
N344NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N344NW,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N344SW,1989,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N345NB,NA,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N345NW,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N345SA,1987,Ala fija multimotor,BOEING,737-3K2,2,149,NA,Turboreactor
N346JB,2011,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N346NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N346SW,1989,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N347AA,1985,De rotor,SIKORSKY,S-76A,2,14,NA,Turboeje
N347NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N347NW,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N347SW,1989,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N348JB,2012,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N348NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N348NW,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N349NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N349NW,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N349SW,1989,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N350AA,1980,Ala fija multimotor,PIPER,PA-31-350,2,8,162,Recíproco
N350NA,1993,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N350SW,1989,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N351AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N351JB,2012,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N351NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N351NW,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N35204,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N35260,2001,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N35271,2001,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N352AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N352NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N352NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N352SW,1990,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N353AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N353AT,2009,Ala fija multimotor,BOEING,737-7BD,2,149,NA,Turboventilador
N353JB,2012,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N353NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N353NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N353SW,1990,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N35407,2001,Ala fija multimotor,BOEING,737-924,2,191,NA,Turboventilador
N354AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N354JB,2013,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N354NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N354NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N354SW,1991,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N355AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N355JB,2013,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N355NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N355NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N355SW,1991,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N356NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N356SW,1991,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N357AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N357NB,2002,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N357NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N357SW,1992,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N358AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N358JB,2013,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N358NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N358NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N358SW,1992,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N359AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N359NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N359NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N359SW,1992,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N360AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N360NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N360NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N360SW,1992,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N361AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N361NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N361NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N361SW,1992,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N361VA,2013,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N36207,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N36247,1999,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N36272,2001,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N36280,2003,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N362AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N362NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N362NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N362SW,1992,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N363AA,1988,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N363NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N363NW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N363SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N36444,2010,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N36447,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N36469,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N36472,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N36476,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N364AA,1973,Ala fija multimotor,CESSNA,310Q,2,6,167,Recíproco
N364NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N364NW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N364SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N365AA,2001,De rotor,AGUSTA SPA,A109E,2,8,NA,Turboeje
N365NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N365NW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N365SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N366AA,1991,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N366NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N366NW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N366SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N367NW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N367SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N368AA,1991,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N368JB,2013,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N368NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N368NW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N368SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N36915,2001,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N369AA,1992,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N369NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N369NW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N369SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N370AA,1992,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N370NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N370NW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N370SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N371AA,1992,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N371CA,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N371DA,1998,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N371NB,2003,Ala fija multimotor,AIRBUS,A319-114,2,145,NA,Turboventilador
N371NW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N371SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N37252,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37253,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37255,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37263,2001,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37267,2001,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37273,2001,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37274,2002,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37277,2002,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37281,2003,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37287,2004,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37290,2004,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37293,2005,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N37298,2005,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N372AA,1992,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N372DA,1998,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N372NW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N372SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N3730B,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3731T,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3732J,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3733Z,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3734B,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3735D,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3736C,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3737C,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3738B,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3739P,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N373AA,1992,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N373DA,1998,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N373JB,2013,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N373NW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N373SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N37408,2001,Ala fija multimotor,BOEING,737-924,2,191,NA,Turboventilador
N37409,2001,Ala fija multimotor,BOEING,737-924,2,191,NA,Turboventilador
N3740C,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N37413,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37419,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N3741S,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N37420,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37422,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37427,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N3742C,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N37434,2009,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37437,2009,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N3743H,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3744F,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N37456,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N3745B,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N37462,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37464,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37465,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37466,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37468,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N3746H,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N37470,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37471,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N37474,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N3747D,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3748Y,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3749D,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N374AA,1992,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N374DA,1998,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N374JB,2013,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N374NW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turboventilador
N374SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N3750D,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3751B,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3752,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3753,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3754A,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3755D,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3756,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3757D,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3758Y,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3759,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N375DA,1998,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N375JB,2013,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N375NC,2002,Ala fija multimotor,AIRBUS,A320-212,2,182,NA,Turboventilador
N375SW,1993,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N3760C,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3761R,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3762Y,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3763D,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3764D,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3765,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3766,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3767,2001,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3768,2002,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3769L,2002,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N376AA,1978,Ala fija monomotor,PIPER,PA-32RT-300,1,7,NA,Recíproco
N376DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N376NW,2002,Ala fija multimotor,AIRBUS,A320-212,2,182,NA,Turboventilador
N376SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N37700,2002,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3771K,2002,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N3772H,2010,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboventilador
N3773D,2010,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboventilador
N377AA,NA,Ala fija monomotor,PAIR MIKE E,FALCON XP,1,2,NA,Recíproco
N377DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N377NW,2003,Ala fija multimotor,AIRBUS,A320-211,2,182,NA,Turboventilador
N378AA,1963,Ala fija monomotor,CESSNA,172E,1,4,105,Recíproco
N378DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N378NW,2003,Ala fija multimotor,AIRBUS,A320-211,2,182,NA,Turboventilador
N378SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N379AA,1993,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N379DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N379SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N380DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N380HA,2010,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N380SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N381AA,1956,Ala fija multimotor,DOUGLAS,DC-7BF,4,102,232,Recíproco
N381DN,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N381HA,2010,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N38257,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N38268,2001,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N382DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N382HA,2010,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N382SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N383AA,1972,Ala fija multimotor,BEECH,E-90,2,10,NA,Turbohélice
N383DN,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N383HA,2011,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N383SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N38403,2001,Ala fija multimotor,BOEING,737-924,2,191,NA,Turboventilador
N38417,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38424,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38443,2010,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38446,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38451,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38454,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38458,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38459,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38467,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N38473,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N384AA,1993,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N384DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N384HA,2011,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N384SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N385DN,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N385HA,2012,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N386AA,1994,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N386DA,1999,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N386HA,2012,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N386SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N38727,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N387DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N387SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N388AA,1995,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N388DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N388HA,2012,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N388SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N389AA,1995,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N389DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N389HA,NA,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N389SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N390AA,1995,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N390DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N390HA,2013,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N390SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N391AA,1995,Ala fija multimotor,BOEING,767-323,2,330,NA,Turboventilador
N391CA,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N391DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N391HA,2013,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
N391SW,1994,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N39297,2005,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N392DA,2000,Ala fija multimotor,BOEING,737-832,2,189,NA,Turboreactor
N392HA,2013,Ala fija multimotor,AIRBUS,A330-243,2,377,NA,Turboventilador
